County Code,County,State,gender,Year,level,pct
48021,Bastrop County                               ,Texas                                                                 ,Female,2014-2018,Veteran,635.0
48023,Baylor County                                ,Texas                                                                 ,Female,2014-2018,Veteran,17.0
48025,Bee County                                   ,Texas                                                                 ,Female,2014-2018,Veteran,224.0
48027,Bell County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,10702.0
48029,Bexar County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,23291.0
48031,Blanco County                                ,Texas                                                                 ,Female,2014-2018,Veteran,190.0
48033,Borden County                                ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48035,Bosque County                                ,Texas                                                                 ,Female,2014-2018,Veteran,122.0
48037,Bowie County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,342.0
48039,Brazoria County                              ,Texas                                                                 ,Female,2014-2018,Veteran,1396.0
48041,Brazos County                                ,Texas                                                                 ,Female,2014-2018,Veteran,913.0
48043,Brewster County                              ,Texas                                                                 ,Female,2014-2018,Veteran,61.0
48045,Briscoe County                               ,Texas                                                                 ,Female,2014-2018,Veteran,3.0
48047,Brooks County                                ,Texas                                                                 ,Female,2014-2018,Veteran,13.0
48049,Brown County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,228.0
48051,Burleson County                              ,Texas                                                                 ,Female,2014-2018,Veteran,67.0
48053,Burnet County                                ,Texas                                                                 ,Female,2014-2018,Veteran,184.0
48055,Caldwell County                              ,Texas                                                                 ,Female,2014-2018,Veteran,209.0
48057,Calhoun County                               ,Texas                                                                 ,Female,2014-2018,Veteran,193.0
48059,Callahan County                              ,Texas                                                                 ,Female,2014-2018,Veteran,52.0
48061,Cameron County                               ,Texas                                                                 ,Female,2014-2018,Veteran,757.0
48063,Camp County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,67.0
48065,Carson County                                ,Texas                                                                 ,Female,2014-2018,Veteran,2.0
48067,Cass County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,167.0
48069,Castro County                                ,Texas                                                                 ,Female,2014-2018,Veteran,4.0
48071,Chambers County                              ,Texas                                                                 ,Female,2014-2018,Veteran,120.0
48073,Cherokee County                              ,Texas                                                                 ,Female,2014-2018,Veteran,336.0
48075,Childress County                             ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48077,Clay County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,49.0
48079,Cochran County                               ,Texas                                                                 ,Female,2014-2018,Veteran,7.0
48081,Coke County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,20.0
48083,Coleman County                               ,Texas                                                                 ,Female,2014-2018,Veteran,18.0
48085,Collin County                                ,Texas                                                                 ,Female,2014-2018,Veteran,4043.0
48087,Collingsworth County                         ,Texas                                                                 ,Female,2014-2018,Veteran,2.0
48089,Colorado County                              ,Texas                                                                 ,Female,2014-2018,Veteran,38.0
48091,Comal County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,1693.0
48093,Comanche County                              ,Texas                                                                 ,Female,2014-2018,Veteran,42.0
48095,Concho County                                ,Texas                                                                 ,Female,2014-2018,Veteran,12.0
48097,Cooke County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,145.0
48099,Coryell County                               ,Texas                                                                 ,Female,2014-2018,Veteran,2242.0
48101,Cottle County                                ,Texas                                                                 ,Female,2014-2018,Veteran,7.0
48103,Crane County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48105,Crockett County                              ,Texas                                                                 ,Female,2014-2018,Veteran,73.0
48107,Crosby County                                ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48109,Culberson County                             ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48111,Dallam County                                ,Texas                                                                 ,Female,2014-2018,Veteran,34.0
48113,Dallas County                                ,Texas                                                                 ,Female,2014-2018,Veteran,8986.0
48115,Dawson County                                ,Texas                                                                 ,Female,2014-2018,Veteran,113.0
48117,Deaf Smith County                            ,Texas                                                                 ,Female,2014-2018,Veteran,68.0
48119,Delta County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,45.0
48121,Denton County                                ,Texas                                                                 ,Female,2014-2018,Veteran,3830.0
48123,DeWitt County                                ,Texas                                                                 ,Female,2014-2018,Veteran,60.0
48125,Dickens County                               ,Texas                                                                 ,Female,2014-2018,Veteran,9.0
48127,Dimmit County                                ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48129,Donley County                                ,Texas                                                                 ,Female,2014-2018,Veteran,23.0
48131,Duval County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,19.0
48133,Eastland County                              ,Texas                                                                 ,Female,2014-2018,Veteran,35.0
48135,Ector County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,426.0
48137,Edwards County                               ,Texas                                                                 ,Female,2014-2018,Veteran,19.0
48139,Ellis County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,869.0
48141,El Paso County                               ,Texas                                                                 ,Female,2014-2018,Veteran,5984.0
48143,Erath County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,114.0
48145,Falls County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,129.0
48147,Fannin County                                ,Texas                                                                 ,Female,2014-2018,Veteran,249.0
48149,Fayette County                               ,Texas                                                                 ,Female,2014-2018,Veteran,103.0
48151,Fisher County                                ,Texas                                                                 ,Female,2014-2018,Veteran,20.0
48153,Floyd County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,23.0
48155,Foard County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48157,Fort Bend County                             ,Texas                                                                 ,Female,2014-2018,Veteran,2440.0
48159,Franklin County                              ,Texas                                                                 ,Female,2014-2018,Veteran,64.0
48161,Freestone County                             ,Texas                                                                 ,Female,2014-2018,Veteran,42.0
48163,Frio County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,38.0
48165,Gaines County                                ,Texas                                                                 ,Female,2014-2018,Veteran,6.0
48167,Galveston County                             ,Texas                                                                 ,Female,2014-2018,Veteran,2144.0
48169,Garza County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,6.0
48171,Gillespie County                             ,Texas                                                                 ,Female,2014-2018,Veteran,124.0
48173,Glasscock County                             ,Texas                                                                 ,Female,2014-2018,Veteran,4.0
48175,Goliad County                                ,Texas                                                                 ,Female,2014-2018,Veteran,68.0
48177,Gonzales County                              ,Texas                                                                 ,Female,2014-2018,Veteran,131.0
48179,Gray County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,39.0
48181,Grayson County                               ,Texas                                                                 ,Female,2014-2018,Veteran,848.0
48183,Gregg County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,642.0
48185,Grimes County                                ,Texas                                                                 ,Female,2014-2018,Veteran,114.0
48187,Guadalupe County                             ,Texas                                                                 ,Female,2014-2018,Veteran,3298.0
48189,Hale County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,120.0
48191,Hall County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,2.0
48193,Hamilton County                              ,Texas                                                                 ,Female,2014-2018,Veteran,39.0
48195,Hansford County                              ,Texas                                                                 ,Female,2014-2018,Veteran,12.0
48197,Hardeman County                              ,Texas                                                                 ,Female,2014-2018,Veteran,10.0
48199,Hardin County                                ,Texas                                                                 ,Female,2014-2018,Veteran,232.0
48201,Harris County                                ,Texas                                                                 ,Female,2014-2018,Veteran,15687.0
48203,Harrison County                              ,Texas                                                                 ,Female,2014-2018,Veteran,325.0
48205,Hartley County                               ,Texas                                                                 ,Female,2014-2018,Veteran,7.0
48207,Haskell County                               ,Texas                                                                 ,Female,2014-2018,Veteran,10.0
48209,Hays County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,960.0
48211,Hemphill County                              ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48213,Henderson County                             ,Texas                                                                 ,Female,2014-2018,Veteran,499.0
48215,Hidalgo County                               ,Texas                                                                 ,Female,2014-2018,Veteran,891.0
48217,Hill County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,147.0
48219,Hockley County                               ,Texas                                                                 ,Female,2014-2018,Veteran,79.0
48221,Hood County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,413.0
48223,Hopkins County                               ,Texas                                                                 ,Female,2014-2018,Veteran,171.0
48225,Houston County                               ,Texas                                                                 ,Female,2014-2018,Veteran,110.0
48227,Howard County                                ,Texas                                                                 ,Female,2014-2018,Veteran,202.0
48229,Hudspeth County                              ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48231,Hunt County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,538.0
48233,Hutchinson County                            ,Texas                                                                 ,Female,2014-2018,Veteran,67.0
48235,Irion County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,8.0
48237,Jack County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,8.0
48239,Jackson County                               ,Texas                                                                 ,Female,2014-2018,Veteran,23.0
48241,Jasper County                                ,Texas                                                                 ,Female,2014-2018,Veteran,121.0
48243,Jeff Davis County                            ,Texas                                                                 ,Female,2014-2018,Veteran,39.0
48245,Jefferson County                             ,Texas                                                                 ,Female,2014-2018,Veteran,919.0
48247,Jim Hogg County                              ,Texas                                                                 ,Female,2014-2018,Veteran,7.0
48249,Jim Wells County                             ,Texas                                                                 ,Female,2014-2018,Veteran,70.0
48251,Johnson County                               ,Texas                                                                 ,Female,2014-2018,Veteran,794.0
48253,Jones County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,64.0
48255,Karnes County                                ,Texas                                                                 ,Female,2014-2018,Veteran,51.0
48257,Kaufman County                               ,Texas                                                                 ,Female,2014-2018,Veteran,639.0
48259,Kendall County                               ,Texas                                                                 ,Female,2014-2018,Veteran,390.0
48261,Kenedy County                                ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48263,Kent County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48265,Kerr County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,314.0
48267,Kimble County                                ,Texas                                                                 ,Female,2014-2018,Veteran,11.0
48269,King County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48271,Kinney County                                ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48273,Kleberg County                               ,Texas                                                                 ,Female,2014-2018,Veteran,42.0
48275,Knox County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,35.0
48277,Lamar County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,144.0
48279,Lamb County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,24.0
48281,Lampasas County                              ,Texas                                                                 ,Female,2014-2018,Veteran,647.0
48283,La Salle County                              ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48285,Lavaca County                                ,Texas                                                                 ,Female,2014-2018,Veteran,80.0
48287,Lee County                                   ,Texas                                                                 ,Female,2014-2018,Veteran,27.0
48289,Leon County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,59.0
48291,Liberty County                               ,Texas                                                                 ,Female,2014-2018,Veteran,414.0
48293,Limestone County                             ,Texas                                                                 ,Female,2014-2018,Veteran,37.0
48295,Lipscomb County                              ,Texas                                                                 ,Female,2014-2018,Veteran,18.0
48297,Live Oak County                              ,Texas                                                                 ,Female,2014-2018,Veteran,69.0
48299,Llano County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,180.0
48301,Loving County                                ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48303,Lubbock County                               ,Texas                                                                 ,Female,2014-2018,Veteran,1162.0
48305,Lynn County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,25.0
48307,McCulloch County                             ,Texas                                                                 ,Female,2014-2018,Veteran,3.0
48309,McLennan County                              ,Texas                                                                 ,Female,2014-2018,Veteran,1308.0
48311,McMullen County                              ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48313,Madison County                               ,Texas                                                                 ,Female,2014-2018,Veteran,91.0
48315,Marion County                                ,Texas                                                                 ,Female,2014-2018,Veteran,70.0
48317,Martin County                                ,Texas                                                                 ,Female,2014-2018,Veteran,6.0
48319,Mason County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48321,Matagorda County                             ,Texas                                                                 ,Female,2014-2018,Veteran,225.0
48323,Maverick County                              ,Texas                                                                 ,Female,2014-2018,Veteran,27.0
48325,Medina County                                ,Texas                                                                 ,Female,2014-2018,Veteran,307.0
48327,Menard County                                ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48329,Midland County                               ,Texas                                                                 ,Female,2014-2018,Veteran,571.0
48331,Milam County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,187.0
48333,Mills County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,28.0
48335,Mitchell County                              ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48337,Montague County                              ,Texas                                                                 ,Female,2014-2018,Veteran,156.0
48339,Montgomery County                            ,Texas                                                                 ,Female,2014-2018,Veteran,3337.0
48341,Moore County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,32.0
48343,Morris County                                ,Texas                                                                 ,Female,2014-2018,Veteran,149.0
48345,Motley County                                ,Texas                                                                 ,Female,2014-2018,Veteran,14.0
48347,Nacogdoches County                           ,Texas                                                                 ,Female,2014-2018,Veteran,376.0
48349,Navarro County                               ,Texas                                                                 ,Female,2014-2018,Veteran,249.0
48351,Newton County                                ,Texas                                                                 ,Female,2014-2018,Veteran,45.0
48353,Nolan County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,28.0
48355,Nueces County                                ,Texas                                                                 ,Female,2014-2018,Veteran,2221.0
48357,Ochiltree County                             ,Texas                                                                 ,Female,2014-2018,Veteran,26.0
48359,Oldham County                                ,Texas                                                                 ,Female,2014-2018,Veteran,2.0
48361,Orange County                                ,Texas                                                                 ,Female,2014-2018,Veteran,289.0
48363,Palo Pinto County                            ,Texas                                                                 ,Female,2014-2018,Veteran,167.0
48365,Panola County                                ,Texas                                                                 ,Female,2014-2018,Veteran,191.0
48367,Parker County                                ,Texas                                                                 ,Female,2014-2018,Veteran,806.0
48369,Parmer County                                ,Texas                                                                 ,Female,2014-2018,Veteran,45.0
48371,Pecos County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,25.0
48373,Polk County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,307.0
48375,Potter County                                ,Texas                                                                 ,Female,2014-2018,Veteran,680.0
48377,Presidio County                              ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48379,Rains County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,36.0
48381,Randall County                               ,Texas                                                                 ,Female,2014-2018,Veteran,617.0
48383,Reagan County                                ,Texas                                                                 ,Female,2014-2018,Veteran,3.0
48385,Real County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,5.0
48387,Red River County                             ,Texas                                                                 ,Female,2014-2018,Veteran,69.0
48389,Reeves County                                ,Texas                                                                 ,Female,2014-2018,Veteran,32.0
48391,Refugio County                               ,Texas                                                                 ,Female,2014-2018,Veteran,15.0
48393,Roberts County                               ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48395,Robertson County                             ,Texas                                                                 ,Female,2014-2018,Veteran,16.0
48397,Rockwall County                              ,Texas                                                                 ,Female,2014-2018,Veteran,455.0
48399,Runnels County                               ,Texas                                                                 ,Female,2014-2018,Veteran,51.0
48401,Rusk County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,138.0
48403,Sabine County                                ,Texas                                                                 ,Female,2014-2018,Veteran,58.0
48405,San Augustine County                         ,Texas                                                                 ,Female,2014-2018,Veteran,53.0
48407,San Jacinto County                           ,Texas                                                                 ,Female,2014-2018,Veteran,130.0
48409,San Patricio County                          ,Texas                                                                 ,Female,2014-2018,Veteran,356.0
48411,San Saba County                              ,Texas                                                                 ,Female,2014-2018,Veteran,25.0
48413,Schleicher County                            ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48415,Scurry County                                ,Texas                                                                 ,Female,2014-2018,Veteran,12.0
48417,Shackelford County                           ,Texas                                                                 ,Female,2014-2018,Veteran,23.0
48419,Shelby County                                ,Texas                                                                 ,Female,2014-2018,Veteran,35.0
48421,Sherman County                               ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48423,Smith County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,881.0
48425,Somervell County                             ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48427,Starr County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,12.0
48429,Stephens County                              ,Texas                                                                 ,Female,2014-2018,Veteran,37.0
48431,Sterling County                              ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48433,Stonewall County                             ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48435,Sutton County                                ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48437,Swisher County                               ,Texas                                                                 ,Female,2014-2018,Veteran,2.0
48439,Tarrant County                               ,Texas                                                                 ,Female,2014-2018,Veteran,11868.0
48441,Taylor County                                ,Texas                                                                 ,Female,2014-2018,Veteran,1130.0
48443,Terrell County                               ,Texas                                                                 ,Female,2014-2018,Veteran,11.0
48445,Terry County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,2.0
48447,Throckmorton County                          ,Texas                                                                 ,Female,2014-2018,Veteran,0.0
48449,Titus County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,165.0
48451,Tom Green County                             ,Texas                                                                 ,Female,2014-2018,Veteran,1118.0
48453,Travis County                                ,Texas                                                                 ,Female,2014-2018,Veteran,5789.0
48455,Trinity County                               ,Texas                                                                 ,Female,2014-2018,Veteran,82.0
48457,Tyler County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,87.0
48459,Upshur County                                ,Texas                                                                 ,Female,2014-2018,Veteran,217.0
48461,Upton County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,4.0
48463,Uvalde County                                ,Texas                                                                 ,Female,2014-2018,Veteran,79.0
48465,Val Verde County                             ,Texas                                                                 ,Female,2014-2018,Veteran,404.0
48467,Van Zandt County                             ,Texas                                                                 ,Female,2014-2018,Veteran,204.0
48469,Victoria County                              ,Texas                                                                 ,Female,2014-2018,Veteran,389.0
48471,Walker County                                ,Texas                                                                 ,Female,2014-2018,Veteran,293.0
48473,Waller County                                ,Texas                                                                 ,Female,2014-2018,Veteran,218.0
48475,Ward County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,35.0
48477,Washington County                            ,Texas                                                                 ,Female,2014-2018,Veteran,120.0
48479,Webb County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,422.0
48481,Wharton County                               ,Texas                                                                 ,Female,2014-2018,Veteran,123.0
48483,Wheeler County                               ,Texas                                                                 ,Female,2014-2018,Veteran,11.0
48485,Wichita County                               ,Texas                                                                 ,Female,2014-2018,Veteran,1523.0
48487,Wilbarger County                             ,Texas                                                                 ,Female,2014-2018,Veteran,75.0
48489,Willacy County                               ,Texas                                                                 ,Female,2014-2018,Veteran,15.0
48491,Williamson County                            ,Texas                                                                 ,Female,2014-2018,Veteran,4232.0
48493,Wilson County                                ,Texas                                                                 ,Female,2014-2018,Veteran,662.0
48495,Winkler County                               ,Texas                                                                 ,Female,2014-2018,Veteran,113.0
48497,Wise County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,443.0
48499,Wood County                                  ,Texas                                                                 ,Female,2014-2018,Veteran,165.0
48501,Yoakum County                                ,Texas                                                                 ,Female,2014-2018,Veteran,29.0
48503,Young County                                 ,Texas                                                                 ,Female,2014-2018,Veteran,58.0
48505,Zapata County                                ,Texas                                                                 ,Female,2014-2018,Veteran,95.0
48507,Zavala County                                ,Texas                                                                 ,Female,2014-2018,Veteran,12.0
49001,Beaver County                                ,Utah                                                                  ,Female,2014-2018,Veteran,21.0
49003,Box Elder County                             ,Utah                                                                  ,Female,2014-2018,Veteran,64.0
49005,Cache County                                 ,Utah                                                                  ,Female,2014-2018,Veteran,190.0
49007,Carbon County                                ,Utah                                                                  ,Female,2014-2018,Veteran,83.0
49009,Daggett County                               ,Utah                                                                  ,Female,2014-2018,Veteran,0.0
49011,Davis County                                 ,Utah                                                                  ,Female,2014-2018,Veteran,1378.0
49013,Duchesne County                              ,Utah                                                                  ,Female,2014-2018,Veteran,52.0
49015,Emery County                                 ,Utah                                                                  ,Female,2014-2018,Veteran,27.0
49017,Garfield County                              ,Utah                                                                  ,Female,2014-2018,Veteran,8.0
49019,Grand County                                 ,Utah                                                                  ,Female,2014-2018,Veteran,39.0
49021,Iron County                                  ,Utah                                                                  ,Female,2014-2018,Veteran,190.0
49023,Juab County                                  ,Utah                                                                  ,Female,2014-2018,Veteran,58.0
49025,Kane County                                  ,Utah                                                                  ,Female,2014-2018,Veteran,69.0
49027,Millard County                               ,Utah                                                                  ,Female,2014-2018,Veteran,11.0
49029,Morgan County                                ,Utah                                                                  ,Female,2014-2018,Veteran,6.0
49031,Piute County                                 ,Utah                                                                  ,Female,2014-2018,Veteran,0.0
49033,Rich County                                  ,Utah                                                                  ,Female,2014-2018,Veteran,3.0
49035,Salt Lake County                             ,Utah                                                                  ,Female,2014-2018,Veteran,2841.0
49037,San Juan County                              ,Utah                                                                  ,Female,2014-2018,Veteran,48.0
49039,Sanpete County                               ,Utah                                                                  ,Female,2014-2018,Veteran,35.0
49041,Sevier County                                ,Utah                                                                  ,Female,2014-2018,Veteran,47.0
49043,Summit County                                ,Utah                                                                  ,Female,2014-2018,Veteran,108.0
49045,Tooele County                                ,Utah                                                                  ,Female,2014-2018,Veteran,453.0
49047,Uintah County                                ,Utah                                                                  ,Female,2014-2018,Veteran,125.0
49049,Utah County                                  ,Utah                                                                  ,Female,2014-2018,Veteran,893.0
49051,Wasatch County                               ,Utah                                                                  ,Female,2014-2018,Veteran,43.0
49053,Washington County                            ,Utah                                                                  ,Female,2014-2018,Veteran,520.0
49055,Wayne County                                 ,Utah                                                                  ,Female,2014-2018,Veteran,5.0
49057,Weber County                                 ,Utah                                                                  ,Female,2014-2018,Veteran,1157.0
50001,Addison County                               ,Vermont                                                               ,Female,2014-2018,Veteran,200.0
50003,Bennington County                            ,Vermont                                                               ,Female,2014-2018,Veteran,120.0
50005,Caledonia County                             ,Vermont                                                               ,Female,2014-2018,Veteran,248.0
50007,Chittenden County                            ,Vermont                                                               ,Female,2014-2018,Veteran,730.0
50009,Essex County                                 ,Vermont                                                               ,Female,2014-2018,Veteran,33.0
50011,Franklin County                              ,Vermont                                                               ,Female,2014-2018,Veteran,288.0
50013,Grand Isle County                            ,Vermont                                                               ,Female,2014-2018,Veteran,27.0
50015,Lamoille County                              ,Vermont                                                               ,Female,2014-2018,Veteran,63.0
50017,Orange County                                ,Vermont                                                               ,Female,2014-2018,Veteran,196.0
50019,Orleans County                               ,Vermont                                                               ,Female,2014-2018,Veteran,148.0
50021,Rutland County                               ,Vermont                                                               ,Female,2014-2018,Veteran,370.0
50023,Washington County                            ,Vermont                                                               ,Female,2014-2018,Veteran,269.0
50025,Windham County                               ,Vermont                                                               ,Female,2014-2018,Veteran,197.0
50027,Windsor County                               ,Vermont                                                               ,Female,2014-2018,Veteran,383.0
51001,Accomack County                              ,Virginia                                                              ,Female,2014-2018,Veteran,286.0
51003,Albemarle County                             ,Virginia                                                              ,Female,2014-2018,Veteran,673.0
51005,Alleghany County                             ,Virginia                                                              ,Female,2014-2018,Veteran,55.0
51007,Amelia County                                ,Virginia                                                              ,Female,2014-2018,Veteran,42.0
51009,Amherst County                               ,Virginia                                                              ,Female,2014-2018,Veteran,184.0
51011,Appomattox County                            ,Virginia                                                              ,Female,2014-2018,Veteran,67.0
51013,Arlington County                             ,Virginia                                                              ,Female,2014-2018,Veteran,1888.0
